output,nstep_coarse,aexp,z,time
830,27551,0.741096944299611,0.34935113103869386,9.885143995498474
831,27556,0.741317610998994,0.34894947207905624,9.88866897166888
832,27574,0.742073919650396,0.3475746465677132,9.900750404803619
833,27595,0.742993004003439,0.3459076930896261,9.915348269046321
834,27602,0.743301689035128,0.345348752399701,9.92023644364673
835,27617,0.74397384402824,0.344133275688173,9.930880338321161
836,27639,0.744925220260238,0.3424166249206224,9.945945834394095
837,27653,0.745534603959317,0.34131936289649256,9.955553704261913
838,27660,0.745833700676439,0.3407814625338641,9.960248832182273
839,27682,0.746794943108391,0.3390556661212667,9.975338119098936
840,27702,0.747668969789232,0.33749030708322714,9.989058320082197
841,27704,0.747748840797113,0.3373474426707006,9.990312110504043
842,27726,0.748714473617056,0.3356226375175815,10.005383654540166
843,27747,0.7496402760312,0.33397314948747514,10.019979089891795
844,27752,0.749861855095611,0.3335789695189859,10.02352481062669
845,27768,0.750580297080277,0.3323024916720494,10.03502135994473
846,27790,0.751560670987631,0.3305645686407368,10.050623114256785
847,27801,0.752058783115157,0.32968329398112717,10.058524319746173
848,27811,0.752475299106313,0.3289472773228077,10.065131222597715
849,27833,0.753457292674549,0.3272152379736055,10.080707902110488
850,27851,0.754253047402044,0.32581499464192953,10.093269870122615
851,27854,0.754391901606504,0.3255709636734765,10.095453146012487
852,27875,0.75534676782557,0.3238952526118799,10.11046699742759
853,27896,0.756298498940954,0.32222925392593216,10.125431553999181
854,27900,0.756484443342498,0.32190424905704296,10.128355253215384
855,27917,0.757244824217097,0.3205768702795473,10.14023618634391
856,27938,0.758182578107893,0.3189435221468453,10.154851721177327
857,27949,0.758679130948348,0.31808027821985974,10.162590836319946
858,27960,0.759160633059222,0.3172442780261897,10.17009537556304
859,27981,0.760114884043107,0.3155906047792756,10.18501272454468
